TimeStamp,Open,Close,High,Low,Volume,BaseVolume
1/21/2016 12:01:00 AM,447.99999999,447.99999999,447.99999999,447.99999999,0.00048043,0.21523263
1/21/2016 5:04:00 AM,446.99999999,446.99999999,446.99999999,446.99999999,0.21594689,96.52825981
1/21/2016 6:17:00 AM,409.724,409.724,409.724,409.724,0.00502231,2.05776094
1/21/2016 11:53:00 AM,365,365,365,365,0.0028,1.022
1/21/2016 4:25:00 PM,404.99999999,365,404.99999999,365,0.011416,4.37127799
1/21/2016 7:31:00 PM,403.87658977,403.87658977,403.87658977,403.87658977,0.1,40.38765897
1/24/2016 4:50:00 PM,403.87658977,403.87658977,403.87658977,403.87658977,0.02999041,12.11242451
1/24/2016 6:32:00 PM,403.87658977,403.87658977,403.87658977,403.87658977,0.00888104,3.58684414
1/24/2016 10:29:00 PM,403.87658977,403.87658977,403.87658977,403.87658977,0.01123262,4.53659225
1/27/2016 11:05:00 AM,400.88485844,400.88485844,400.88485844,400.88485844,0.02973547,11.92049968
1/27/2016 1:19:00 PM,400.88485844,400.88485844,400.88485844,400.88485844,0.00061948,0.24834015
1/27/2016 1:45:00 PM,400.88485844,400.88485844,400.88485844,400.88485844,0.00063239,0.25351557
1/27/2016 2:07:00 PM,400.88485844,400.88485844,400.88485844,400.88485844,0.00064556,0.25879522
1/27/2016 2:29:00 PM,400.88485844,400.88485844,400.88485844,400.88485844,0.00065901,0.26418713
1/27/2016 2:30:00 PM,400.88485844,400.88485844,400.88485844,400.88485844,0.06089994,24.41386381
1/27/2016 2:54:00 PM,400.88485845,400.88485845,400.88485845,400.88485845,0.00194149,0.77831394
1/27/2016 5:14:00 PM,399.47269703,399.47269703,399.47269703,399.47269703,0.1,39.9472697
1/27/2016 7:41:00 PM,401.66695186,401.66695186,401.66695186,401.66695186,0.0038,1.52633441
1/27/2016 8:27:00 PM,398.4984882,398.4984882,398.4984882,398.4984882,0.06802251,27.10686739
1/28/2016 2:46:00 AM,388.73555797,388.73555795,388.73555797,388.73555795,0.03617283,14.06166522
1/28/2016 2:55:00 AM,387.23937526,387.23937526,387.23937526,387.23937526,0.01349867,5.22721653
1/28/2016 3:53:00 AM,367.98368492,367.98368492,367.98368492,367.98368492,0.1,36.79836849
1/28/2016 8:03:00 AM,375.75730223,375.75730223,375.75730223,375.75730223,0.04666117,17.53327535
1/28/2016 12:08:00 PM,376.71944114,376.4643154,376.71944114,376.4643154,0.005,1.88291833
1/28/2016 12:15:00 PM,376.4643154,376.4643154,376.4643154,376.4643154,0.02,7.5292863
1/29/2016 12:38:00 AM,375,375,375,375,0.0032755,1.2283125
1/29/2016 11:52:00 AM,388.47343667,388.47343667,388.47343667,388.47343667,0.0241077,9.36520106
1/29/2016 11:48:00 PM,372.16582968,372.16582968,372.16582968,372.16582968,0.00000753,0.0028024
1/30/2016 12:17:00 AM,381.5,381.5,381.5,381.5,0.00057064,0.21769916
1/31/2016 6:42:00 PM,371,371,371,371,0.00265931,0.98660401
2/1/2016 12:53:00 AM,375.83446255,375.83446255,375.83446255,375.83446255,0.0000554,0.02082122
2/1/2016 2:29:00 AM,372.32981973,372.32981973,372.32981973,372.32981973,0.00005655,0.02105525
2/3/2016 3:20:00 AM,368.58,368.58,368.58,368.58,0.00262,0.9656796
2/3/2016 3:32:00 AM,368.58,368.58,368.58,368.58,0.00262,0.9656796
2/3/2016 5:30:00 AM,372.6560613,368.58,372.6560613,368.58,0.01048,3.86294127
2/3/2016 5:35:00 AM,368.58,368.58,368.58,368.58,0.0007,0.258006
2/3/2016 6:00:00 AM,368.58,368.58,368.58,368.58,0.00071,0.2616918
