TimeStamp,Open,Close,High,Low,Volume,BaseVolume
6/25/2017 7:43:00 PM,2470.7,2455.87600003,2470.7,2455.87600003,0.30462226,751.65298092
6/25/2017 7:44:00 PM,2455.876,2455.876,2455.876,2455.876,0.00001017,0.02497625
6/25/2017 7:46:00 PM,2454.60920439,2454.60920439,2454.60920439,2454.60920439,0.635816,1560.67980589
6/25/2017 7:47:00 PM,2450.00000002,2455.876,2455.876,2450.00000002,3.98469828,9776.23382501
6/25/2017 7:48:00 PM,2455.876,2455.876,2455.876,2455.876,0.05984832,146.98005271
6/25/2017 7:49:00 PM,2470.7,2470.7,2470.7,2470.7,0.02,49.414
6/25/2017 7:50:00 PM,2463.7,2463.7,2463.7,2463.7,0.08074635,198.9347825
6/25/2017 7:51:00 PM,2462,2450,2462,2450,17.7835521,43676.4039576
6/25/2017 7:52:00 PM,2450,2463.69999999,2463.69999999,2445.88000001,3.43483866,8431.80759418
6/25/2017 7:54:00 PM,2447.88,2447.88,2447.88,2447.88,1.73169048,4238.97049218
6/25/2017 7:55:00 PM,2443.25800003,2443,2443.25800003,2443,0.51043466,1247.05772046
6/25/2017 7:56:00 PM,2443,2443,2443,2443,0.06483275,158.38640825
6/25/2017 7:57:00 PM,2443,2443,2443,2443,0.26186983,639.74799469
6/25/2017 7:58:00 PM,2443,2442.258,2443.25800003,2442.258,0.14440635,352.74976672
6/25/2017 7:59:00 PM,2439.99999999,2450,2450,2425,5.82981914,14210.18415375
6/25/2017 8:00:00 PM,2450,2450,2450,2440,6.4496287,15769.3421715
6/25/2017 8:01:00 PM,2449.99999999,2440,2450,2440,2.10789386,5153.8004877
6/25/2017 8:02:00 PM,2430.00000001,2440.00000004,2440.00000004,2430.00000001,0.78571234,1913.20954792
6/25/2017 8:03:00 PM,2449.99999999,2450,2450,2449,5.502581,13478.5721595
6/25/2017 8:04:00 PM,2450,2440.00000006,2450,2440.00000005,17.55198939,42914.61405899
6/25/2017 8:05:00 PM,2442.46137868,2451.00000001,2451.00000001,2440.00000003,3.0346555,7421.25002531
6/25/2017 8:06:00 PM,2470.7,2470.7,2470.7,2470.7,0.02649264,65.45536565
6/25/2017 8:07:00 PM,2470.7,2465.7,2470.7,2465.7,0.23266807,574.27133037
6/25/2017 8:08:00 PM,2465,2465,2465,2440.00000001,0.86506277,2121.56644343
6/25/2017 8:09:00 PM,2440.00200001,2440.00200002,2440.00200002,2440.00200001,0.75187684,1834.58099336
6/25/2017 8:10:00 PM,2441.00100001,2464.999,2464.999,2441.00100001,0.95218118,2335.70043454
6/25/2017 8:11:00 PM,2460,2440,2460,2440,13.67587723,33505.8992135
6/25/2017 8:12:00 PM,2440,2464.999,2464.999,2436.001,9.05713859,22194.5181148
6/25/2017 8:13:00 PM,2464.999,2464.999,2464.999,2464.999,0.06354829,156.6464713
6/25/2017 8:14:00 PM,2484.99,2484.99,2484.99,2484.99,0.49538247,1231.02048413
6/25/2017 8:15:00 PM,2483.99,2483.99,2483.99,2483.99,0.09484925,235.60458851
6/25/2017 8:16:00 PM,2475,2475,2475,2475,0.253,626.175
6/25/2017 8:17:00 PM,2466.00000001,2466.00000001,2466.00000001,2466.00000001,1.02351628,2523.99114649
6/25/2017 8:18:00 PM,2470,2445.10200003,2470,2445.10200003,0.54474847,1338.74714721
6/25/2017 8:19:00 PM,2445.192,2445.19300001,2445.19300001,2445.192,0.45198093,1105.18038018
6/25/2017 8:20:00 PM,2449.12500001,2449.12500001,2449.12500001,2449.12500001,0.6854578,1678.77183443
6/25/2017 8:21:00 PM,2450.005,2470.99999999,2470.99999999,2450.005,0.05374777,132.24652245
6/25/2017 8:24:00 PM,2450,2450,2450,2450,0.5,1225
6/25/2017 8:25:00 PM,2450,2441.09917335,2450,2441.09917335,3.62648149,8868.74030895
6/25/2017 8:26:00 PM,2441.09917335,2441.102,2441.10200001,2441.09917335,9.44536947,23057.09695463
6/25/2017 8:27:00 PM,2441.10100002,2433,2441.10100002,2433,7.3089535,17812.28878172
